# Pathway	S-1-POLPIL-B_Abundance
UNMAPPED	7099659.8466143887
UNINTEGRATED	547109.4264522451
UNINTEGRATED|unclassified	547109.4264522451
VALSYN-PWY: L-valine biosynthesis	1282.2666738587
VALSYN-PWY: L-valine biosynthesis|unclassified	1282.2666738587
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II	1224.2969670455
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|unclassified	1224.2969670455
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II	1224.2969670455
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|unclassified	1224.2969670455
ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)	1145.6721741930
ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)|unclassified	1145.6721741930
PWY-5103: L-isoleucine biosynthesis III	1064.0533325749
PWY-5103: L-isoleucine biosynthesis III|unclassified	1064.0533325749
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I	1027.8735778286
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I|unclassified	1027.8735778286
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis	998.1196220484
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis|unclassified	998.1196220484
PWY-7221: guanosine ribonucleotides de novo biosynthesis	919.7800683802
PWY-7221: guanosine ribonucleotides de novo biosynthesis|unclassified	919.7800683802
PWY-7208: superpathway of pyrimidine nucleobases salvage	823.1713565941
PWY-7208: superpathway of pyrimidine nucleobases salvage|unclassified	823.1713565941
PWY-5973: cis-vaccenate biosynthesis	794.5837424870
PWY-5973: cis-vaccenate biosynthesis|unclassified	794.5837424870
PWY-7663: gondoate biosynthesis (anaerobic)	748.8184733837
PWY-7663: gondoate biosynthesis (anaerobic)|unclassified	748.8184733837
PWY-7977: L-methionine biosynthesis IV	710.3878900857
PWY-7977: L-methionine biosynthesis IV|unclassified	710.3878900857
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)	691.7306684385
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|unclassified	691.7306684385
PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II	663.9177018540
PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II|unclassified	663.9177018540
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II	659.0543600657
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|unclassified	659.0543600657
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis	659.0543600657
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|unclassified	659.0543600657
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)	655.3379045894
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|unclassified	655.3379045894
PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I	626.2056014093
PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I|unclassified	626.2056014093
PWY-6125: superpathway of guanosine nucleotides de novo biosynthesis II	610.2909079655
PWY-6125: superpathway of guanosine nucleotides de novo biosynthesis II|unclassified	610.2909079655
PWY-6123: inosine-5'-phosphate biosynthesis I	565.7341828680
PWY-6123: inosine-5'-phosphate biosynthesis I|unclassified	565.7341828680
PWY-6124: inosine-5'-phosphate biosynthesis II	562.8224035387
PWY-6124: inosine-5'-phosphate biosynthesis II|unclassified	562.8224035387
PWY-7111: pyruvate fermentation to isobutanol (engineered)	545.0133953410
PWY-7111: pyruvate fermentation to isobutanol (engineered)|unclassified	545.0133953410
HSERMETANA-PWY: L-methionine biosynthesis III	532.8671273511
HSERMETANA-PWY: L-methionine biosynthesis III|unclassified	532.8671273511
PWY-7234: inosine-5'-phosphate biosynthesis III	507.4735175874
PWY-7234: inosine-5'-phosphate biosynthesis III|unclassified	507.4735175874
PWY-6823: molybdopterin biosynthesis	499.2215859879
PWY-6823: molybdopterin biosynthesis|unclassified	499.2215859879
PWY-841: superpathway of purine nucleotides de novo biosynthesis I	485.5354962029
PWY-841: superpathway of purine nucleotides de novo biosynthesis I|unclassified	485.5354962029
THRESYN-PWY: superpathway of L-threonine biosynthesis	472.1819632919
THRESYN-PWY: superpathway of L-threonine biosynthesis|unclassified	472.1819632919
GLUTORN-PWY: L-ornithine biosynthesis I	462.5368388660
GLUTORN-PWY: L-ornithine biosynthesis I|unclassified	462.5368388660
PWY66-429: fatty acid biosynthesis initiation (mitochondria)	453.9072116101
PWY66-429: fatty acid biosynthesis initiation (mitochondria)|unclassified	453.9072116101
PWY-6703: preQ0 biosynthesis	440.0610924876
PWY-6703: preQ0 biosynthesis|unclassified	440.0610924876
ANAGLYCOLYSIS-PWY: glycolysis III (from glucose)	439.5882943719
ANAGLYCOLYSIS-PWY: glycolysis III (from glucose)|unclassified	439.5882943719
HISTSYN-PWY: L-histidine biosynthesis	419.8444470405
