# Pathway	S-25-POLJUN-B_Abundance
UNMAPPED	6616504.4450110607
UNINTEGRATED	671450.2022117174
UNINTEGRATED|unclassified	671450.2022117174
VALSYN-PWY: L-valine biosynthesis	1144.1937331550
VALSYN-PWY: L-valine biosynthesis|unclassified	1144.1937331550
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II	1024.1691606931
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|unclassified	1024.1691606931
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II	1024.1691606931
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|unclassified	1024.1691606931
PWY-7208: superpathway of pyrimidine nucleobases salvage	910.7884553182
PWY-7208: superpathway of pyrimidine nucleobases salvage|unclassified	910.7884553182
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I	888.1145850389
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I|unclassified	888.1145850389
ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)	839.4734519369
ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)|unclassified	839.4734519369
PWY-7221: guanosine ribonucleotides de novo biosynthesis	804.7264737454
PWY-7221: guanosine ribonucleotides de novo biosynthesis|unclassified	804.7264737454
PWY-5973: cis-vaccenate biosynthesis	786.8017178439
PWY-5973: cis-vaccenate biosynthesis|unclassified	786.8017178439
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis	778.8714638886
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis|unclassified	778.8714638886
PWY-7663: gondoate biosynthesis (anaerobic)	756.2468993215
PWY-7663: gondoate biosynthesis (anaerobic)|unclassified	756.2468993215
PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II	725.3241265601
PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II|unclassified	725.3241265601
PWY-5103: L-isoleucine biosynthesis III	720.9826260575
PWY-5103: L-isoleucine biosynthesis III|unclassified	720.9826260575
PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I	705.3092981687
PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I|unclassified	705.3092981687
PWY-6125: superpathway of guanosine nucleotides de novo biosynthesis II	660.4741664850
PWY-6125: superpathway of guanosine nucleotides de novo biosynthesis II|unclassified	660.4741664850
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II	655.0168116333
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|unclassified	655.0168116333
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis	655.0168116333
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|unclassified	655.0168116333
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)	636.1507826147
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|unclassified	636.1507826147
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)	635.8582231350
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|unclassified	635.8582231350
PWY-7977: L-methionine biosynthesis IV	625.6596281786
PWY-7977: L-methionine biosynthesis IV|unclassified	625.6596281786
HISTSYN-PWY: L-histidine biosynthesis	597.8258286451
HISTSYN-PWY: L-histidine biosynthesis|unclassified	597.8258286451
PWY-841: superpathway of purine nucleotides de novo biosynthesis I	561.2938933551
PWY-841: superpathway of purine nucleotides de novo biosynthesis I|unclassified	561.2938933551
GLUTORN-PWY: L-ornithine biosynthesis I	542.4954163811
GLUTORN-PWY: L-ornithine biosynthesis I|unclassified	542.4954163811
PWY-101: photosynthesis light reactions	520.7300199133
PWY-101: photosynthesis light reactions|unclassified	520.7300199133
PWY66-429: fatty acid biosynthesis initiation (mitochondria)	519.1727999402
PWY66-429: fatty acid biosynthesis initiation (mitochondria)|unclassified	519.1727999402
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I	503.4565891322
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|unclassified	503.4565891322
ANAGLYCOLYSIS-PWY: glycolysis III (from glucose)	499.4719856099
ANAGLYCOLYSIS-PWY: glycolysis III (from glucose)|unclassified	499.4719856099
CALVIN-PWY: Calvin-Benson-Bassham cycle	493.7128823277
CALVIN-PWY: Calvin-Benson-Bassham cycle|unclassified	493.7128823277
PWY-6123: inosine-5'-phosphate biosynthesis I	491.9582233565
PWY-6123: inosine-5'-phosphate biosynthesis I|unclassified	491.9582233565
PWY-5686: UMP biosynthesis I	482.9582667189
PWY-5686: UMP biosynthesis I|unclassified	482.9582667189
PWY-7790: UMP biosynthesis II	482.9582667189
PWY-7790: UMP biosynthesis II|unclassified	482.9582667189
PWY-7791: UMP biosynthesis III	482.9582667189
PWY-7791: UMP biosynthesis III|unclassified	482.9582667189
PWY-5723: Rubisco shunt	474.1184274770
PWY-5723: Rubisco shunt|unclassified	474.1184274770
PWY-1042: glycolysis IV	467.8218677208
PWY-1042: glycolysis IV|unclassified	467.8218677208
PWY-6823: molybdopterin biosynthesis	465.9491084347
PWY-6823: molybdopterin biosynthesis|unclassified	465.9491084347
PWY-6124: inosine-5'-phosphate biosynthesis II	460.8876404227
PWY-6124: inosine-5'-phosphate biosynthesis II|unclassified	460.8876404227
THRESYN-PWY: superpathway of L-threonine biosynthesis	454.0729656793
THRESYN-PWY: superpathway of L-threonine biosynthesis|unclassified	454.0729656793
DTDPRHAMSYN-PWY: dTDP-&beta;-L-rhamnose biosynthesis	453.9978299942
DTDPRHAMSYN-PWY: dTDP-&beta;-L-rhamnose biosynthesis|unclassified	453.9978299942
PWY-6703: preQ0 biosynthesis	448.7172728944
PWY-6703: preQ0 biosynthesis|unclassified	448.7172728944
PWY66-409: superpathway of purine nucleotide salvage	448.2548868369
PWY66-409: superpathway of purine nucleotide salvage|unclassified	448.2548868369
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)	447.8445753726
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|unclassified	447.8445753726
PWY-2942: L-lysine biosynthesis III	438.0125753702
PWY-2942: L-lysine biosynthesis III|unclassified	438.0125753702
PENTOSE-P-PWY: pentose phosphate pathway	436.9928464505
PENTOSE-P-PWY: pentose phosphate pathway|unclassified	436.9928464505
PWY-3001: superpathway of L-isoleucine biosynthesis I	430.9806434601
PWY-3001: superpathway of L-isoleucine biosynthesis I|unclassified	430.9806434601
PWY-7197: pyrimidine deoxyribonucleotide phosphorylation	420.1765998790
PWY-7197: pyrimidine deoxyribonucleotide phosphorylation|unclassified	420.1765998790
NONMEVIPP-PWY: methylerythritol phosphate pathway I	401.5635119569
NONMEVIPP-PWY: methylerythritol phosphate pathway I|unclassified	401.5635119569
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch) I	401.1470477403
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch) I|unclassified	401.1470477403
PWY-6609: adenine and adenosine salvage III	396.3099961675
PWY-6609: adenine and adenosine salvage III|unclassified	396.3099961675
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I	395.9856376523
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I|unclassified	395.9856376523
HEME-BIOSYNTHESIS-II: heme b biosynthesis I (aerobic)	394.5374325934
HEME-BIOSYNTHESIS-II: heme b biosynthesis I (aerobic)|unclassified	394.5374325934
HEME-BIOSYNTHESIS-II-1: heme b biosynthesis V (aerobic)	394.5374325934
HEME-BIOSYNTHESIS-II-1: heme b biosynthesis V (aerobic)|unclassified	394.5374325934
PWY-6969: TCA cycle V (2-oxoglutarate synthase)	390.2169906710
PWY-6969: TCA cycle V (2-oxoglutarate synthase)|unclassified	390.2169906710
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)	385.4722039623
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|unclassified	385.4722039623
PWY1ZNC-1: assimilatory sulfate reduction IV	384.3900670962
PWY1ZNC-1: assimilatory sulfate reduction IV|unclassified	384.3900670962
SO4ASSIM-PWY: assimilatory sulfate reduction I	384.3900670962
SO4ASSIM-PWY: assimilatory sulfate reduction I|unclassified	384.3900670962
PWY-5913: partial TCA cycle (obligate autotrophs)	383.5753889776
PWY-5913: partial TCA cycle (obligate autotrophs)|unclassified	383.5753889776
PWY-7234: inosine-5'-phosphate biosynthesis III	376.3140609826
PWY-7234: inosine-5'-phosphate biosynthesis III|unclassified	376.3140609826
PWY-8178: pentose phosphate pathway (non-oxidative branch) II	375.5998254038
PWY-8178: pentose phosphate pathway (non-oxidative branch) II|unclassified	375.5998254038
OANTIGEN-PWY: O-antigen building blocks biosynthesis (E. coli)	370.3244828135
OANTIGEN-PWY: O-antigen building blocks biosynthesis (E. coli)|unclassified	370.3244828135
PWY-724: superpathway of L-lysine, L-threonine and L-methionine biosynthesis II	366.7292766422
PWY-724: superpathway of L-lysine, L-threonine and L-methionine biosynthesis II|unclassified	366.7292766422
PWY-5695: inosine 5'-phosphate degradation	366.6845776984
PWY-5695: inosine 5'-phosphate degradation|unclassified	366.6845776984
PWY-3841: folate transformations II (plants)	364.3211127924
PWY-3841: folate transformations II (plants)|unclassified	364.3211127924
COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis	357.8823862981
COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis|unclassified	357.8823862981
GLYCOLYSIS: glycolysis I (from glucose 6-phosphate)	352.7111408141
GLYCOLYSIS: glycolysis I (from glucose 6-phosphate)|unclassified	352.7111408141
PWY-7560: methylerythritol phosphate pathway II	351.3598013289
PWY-7560: methylerythritol phosphate pathway II|unclassified	351.3598013289
HSERMETANA-PWY: L-methionine biosynthesis III	350.8411427760
HSERMETANA-PWY: L-methionine biosynthesis III|unclassified	350.8411427760
PWY-7238: sucrose biosynthesis II	349.9729262692
PWY-7238: sucrose biosynthesis II|unclassified	349.9729262692
PHOTOALL-PWY: oxygenic photosynthesis	343.4056994866
PHOTOALL-PWY: oxygenic photosynthesis|unclassified	343.4056994866
PWY-5097: L-lysine biosynthesis VI	340.5437600858
PWY-5097: L-lysine biosynthesis VI|unclassified	340.5437600858
PWY-7198: pyrimidine deoxyribonucleotides de novo biosynthesis IV	339.9646021670
